Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes	Hit_Count	Bg_Count	Gene_Ratio	minus_log10_fdr	Term_clean	Term_wrapped
GO_Biological_Process_2023	Cellular Response To Ionizing Radiation (GO:0071479)	7/52	3.3384989539877813e-15	1.392815822968965e-12	0	0	387.72222222222223	12924.043742789368	CDKN1A;RAD51;MDM2;BRCA1;BRCA2;TP53;ATR	7	52	0.1346153846153846	11.856106308096157	Cellular Response To Ionizing Radiation	Cellular Response To Ionizing Radiation
GO_Biological_Process_2023	Mitotic DNA Damage Checkpoint Signaling (GO:0044773)	7/56	5.779318767506079e-15	1.392815822968965e-12	0	0	356.0	11671.27864628973	CDKN1A;FANCD2;CHEK2;CHEK1;ATM;BRCA1;TP53	7	56	0.125	11.856106308096157	Mitotic DNA Damage Checkpoint Signaling	Mitotic DNA Damage Checkpoint Signaling
GO_Biological_Process_2023	Response To Ionizing Radiation (GO:0010212)	7/72	3.650597853142027e-14	5.865293884048191e-12	0	0	268.15384615384613	8297.028694485041	CDKN1A;RAD51;FANCD2;ATM;BRCA1;BRCA2;TP53	7	72	0.09722222222222222	11.231710222419236	Response To Ionizing Radiation	Response To Ionizing Radiation
GO_Biological_Process_2023	DNA Repair (GO:0006281)	9/291	1.1973582431808676e-13	1.4428166830329457e-11	0	0	104.80319148936172	3118.260557241096	RAD51;FANCD2;CHEK2;CHEK1;ATM;BRCA1;BRCA2;TP53;ATR	9	291	0.030927835051546393	10.840788844654714	DNA Repair	DNA Repair
GO_Biological_Process_2023	DNA Damage Response (GO:0006974)	9/384	1.4600584371823245e-12	1.407496333443761e-10	0	0	78.44	2137.68960278071	CDKN1A;RAD51;CHEK2;CHEK1;BAX;ATM;BRCA1;TP53;ATR	9	384	0.0234375	9.851552727820998	DNA Damage Response	DNA Damage Response
GO_Biological_Process_2023	Regulation Of Cell Cycle (GO:0051726)	8/298	1.299941053080997e-11	1.0442859793084011e-09	0	0	77.61576354679804	1945.5258181244467	RB1;CDKN1A;CDKN2A;CHEK1;MDM2;ATM;BRCA1;TP53	8	298	0.026845637583892617	8.981180552839552	Regulation Of Cell Cycle	Regulation Of Cell Cycle
GO_Biological_Process_2023	DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)	5/36	4.1918201524682386e-11	2.8863675906995587e-09	0	0	321.83870967741933	7690.432834562435	CDKN1A;CHEK2;MDM2;ATM;TP53	5	36	0.1388888888888889	8.539648360544529	DNA Damage Response, Signal Transduction By P53 Class Mediator	"DNA Damage Response, Signal Transduction By
P53 Class Mediator"
GO_Biological_Process_2023	Intrinsic Apoptotic Signaling Pathway (GO:0097193)	6/105	8.725667371622377e-11	5.257214591402483e-09	0	0	133.9124579124579	3101.7027226799055	CDKN1A;CHEK2;BAX;ATM;BRCA1;TP53	6	105	0.05714285714285714	8.279244295387914	Intrinsic Apoptotic Signaling Pathway	Intrinsic Apoptotic Signaling Pathway
GO_Biological_Process_2023	Cellular Response To Radiation (GO:0071478)	5/48	1.894483662663851e-10	1.0146012504488624e-08	0	0	231.88372093023256	5191.158739236292	CDKN1A;RAD51;BRCA1;BRCA2;TP53	5	48	0.10416666666666667	7.993704606770531	Cellular Response To Radiation	Cellular Response To Radiation
GO_Biological_Process_2023	Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630)	5/49	2.1088902355104528e-10	1.0164850935160385e-08	0	0	226.60227272727272	5048.628180176523	CHEK2;BAX;ATM;BRCA1;TP53	5	49	0.10204081632653061	7.9928989857924915	Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage	"Intrinsic Apoptotic Signaling Pathway In
Response To DNA Damage"
GO_Biological_Process_2023	Signal Transduction In Response To DNA Damage (GO:0042770)	5/57	4.61530372951893e-10	1.9463279960303338e-08	0	0	191.66346153846155	4120.0884740797765	CHEK2;CHEK1;ATM;TP53;ATR	5	57	0.08771929824561403	7.71078397040745	Signal Transduction In Response To DNA Damage	Signal Transduction In Response To DNA Damage
GO_Biological_Process_2023	DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest (GO:0006977)	4/17	4.845629865635684e-10	1.9463279960303338e-08	0	0	558.6573426573426	11981.95625547104	CDKN1A;CHEK2;MDM2;TP53	4	17	0.23529411764705882	7.71078397040745	DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest	"DNA Damage Response, Signal Transduction By
P53 Class Mediator Resulting In Cell Cycle
Arrest"
GO_Biological_Process_2023	Response To Gamma Radiation (GO:0010332)	4/22	1.486076251809978e-09	5.5099134874800744e-08	0	0	403.37373737373736	8199.429018039249	FANCD2;MDM2;TP53;ATR	4	22	0.18181818181818182	7.258855220060189	Response To Gamma Radiation	Response To Gamma Radiation
GO_Biological_Process_2023	Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571)	4/26	3.0318576500911454e-09	1.0438252766742373e-07	0	0	329.9669421487603	6472.001405737467	CDKN1A;CHEK2;MDM2;TP53	4	26	0.15384615384615385	6.9813721907271304	Mitotic G1 DNA Damage Checkpoint Signaling	Mitotic G1 DNA Damage Checkpoint Signaling
GO_Biological_Process_2023	Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095)	4/30	5.548008741790622e-09	1.782760142362053e-07	0	0	279.1468531468532	5306.533318594195	CDKN1A;CHEK1;ATM;BRCA1	4	30	0.13333333333333333	6.748907084113415	Mitotic G2 DNA Damage Checkpoint Signaling	Mitotic G2 DNA Damage Checkpoint Signaling
GO_Biological_Process_2023	Regulation Of Cellular Response To Stress (GO:0080135)	5/107	1.1476449047274287e-08	3.45728027549138e-07	0	0	97.4656862745098	1781.9621022355102	RAD51;ATM;BRCA1;BRCA2;ATR	5	107	0.04672897196261682	6.461265411558174	Regulation Of Cellular Response To Stress	Regulation Of Cellular Response To Stress
GO_Biological_Process_2023	Negative Regulation Of Growth (GO:0045926)	5/124	2.4133960696249403e-08	6.728999347022328e-07	0	0	83.47058823529412	1464.0445549405906	RB1;CDKN1A;CDKN2A;BRCA1;TP53	5	124	0.04032258064516129	6.172049513841019	Negative Regulation Of Growth	Negative Regulation Of Growth
GO_Biological_Process_2023	Negative Regulation Of Cell Growth (GO:0030308)	5/125	2.5129043204647696e-08	6.728999347022328e-07	0	0	82.77083333333333	1448.426806618023	RB1;CDKN1A;CDKN2A;BRCA1;TP53	5	125	0.04	6.172049513841019	Negative Regulation Of Cell Growth	Negative Regulation Of Cell Growth
GO_Biological_Process_2023	Mitotic G2/M Transition Checkpoint (GO:0044818)	4/46	3.280497681232431e-08	7.905999411770159e-07	0	0	172.66666666666666	2975.510380436467	CDKN1A;CHEK1;ATM;BRCA1	4	46	0.08695652173913043	6.102043222305847	Mitotic G2/M Transition Checkpoint	Mitotic G2/M Transition Checkpoint
GO_Biological_Process_2023	Replication Fork Processing (GO:0031297)	4/46	3.280497681232431e-08	7.905999411770159e-07	0	0	172.66666666666666	2975.510380436467	RAD51;BRCA1;BRCA2;ATR	4	46	0.08695652173913043	6.102043222305847	Replication Fork Processing	Replication Fork Processing
GO_Biological_Process_2023	Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796)	4/47	3.58408587676554e-08	8.226330440957097e-07	0	0	168.64270613107823	2891.240452235182	CHEK2;CHEK1;MDM2;ATM	4	47	0.0851063829787234	6.08479384943395	Regulation Of Signal Transduction By P53 Class Mediator	"Regulation Of Signal Transduction By P53
Class Mediator"
GO_Biological_Process_2023	Histone H2A Ubiquitination (GO:0033522)	3/11	5.6104777884129884e-08	1.175760997397852e-06	0	0	624.28125	10423.0277557371	RAD51;BRCA1;BRCA2	3	11	0.2727272727272727	5.929680950419973	Histone H2A Ubiquitination	Histone H2A Ubiquitination
GO_Biological_Process_2023	Regulation Of Cell Cycle Checkpoint (GO:1901976)	3/11	5.6104777884129884e-08	1.175760997397852e-06	0	0	624.28125	10423.0277557371	RAD51;BRCA1;BRCA2	3	11	0.2727272727272727	5.929680950419973	Regulation Of Cell Cycle Checkpoint	Regulation Of Cell Cycle Checkpoint
GO_Biological_Process_2023	Histone Monoubiquitination (GO:0010390)	3/12	7.477303779394712e-08	1.5016918423617714e-06	0	0	554.8888888888889	9105.065502265224	RAD51;BRCA1;BRCA2	3	12	0.25	5.823419178445328	Histone Monoubiquitination	Histone Monoubiquitination
GO_Biological_Process_2023	Double-Strand Break Repair (GO:0006302)	5/168	1.105215862097596e-07	2.130856182124165e-06	0	0	60.80368098159509	973.9567052385356	RAD51;CHEK2;ATM;BRCA1;BRCA2	5	168	0.02976190476190476	5.671445861134043	Double-Strand Break Repair	Double-Strand Break Repair
GO_Biological_Process_2023	Histone H2A Monoubiquitination (GO:0035518)	3/14	1.236049975217575e-07	2.291446492518735e-06	0	0	453.95454545454544	7220.680378363025	RAD51;BRCA1;BRCA2	3	14	0.21428571428571427	5.639890279494982	Histone H2A Monoubiquitination	Histone H2A Monoubiquitination
GO_Biological_Process_2023	Protein Autoubiquitination (GO:0051865)	4/71	1.931920812357409e-07	3.3256636841295395e-06	0	0	108.10312075983718	1671.2289412967928	RAD51;MDM2;BRCA1;BRCA2	4	71	0.056338028169014086	5.478121671987159	Protein Autoubiquitination	Protein Autoubiquitination
GO_Biological_Process_2023	Cellular Response To Gamma Radiation (GO:0071480)	3/16	1.89991599585238e-07	3.3256636841295395e-06	0	0	384.0769230769231	5944.084299270287	MDM2;TP53;ATR	3	16	0.1875	5.478121671987159	Cellular Response To Gamma Radiation	Cellular Response To Gamma Radiation
GO_Biological_Process_2023	Regulation Of DNA Damage Checkpoint (GO:2000001)	3/18	2.765972347443499e-07	4.597236798164712e-06	0	0	332.8333333333333	5026.017453317348	RAD51;BRCA1;BRCA2	3	18	0.16666666666666666	5.33750312568462	Regulation Of DNA Damage Checkpoint	Regulation Of DNA Damage Checkpoint
GO_Biological_Process_2023	Negative Regulation Of Cell Cycle (GO:0045786)	4/85	4.001185141322547e-07	6.428570793724892e-06	0	0	89.3557800224467	1316.345124503645	RB1;CDKN1A;CDKN2A;BRCA1	4	85	0.047058823529411764	5.191885569127192	Negative Regulation Of Cell Cycle	Negative Regulation Of Cell Cycle
GO_Biological_Process_2023	Regulation Of Gene Expression (GO:0010468)	8/1127	4.473000510839605e-07	6.954794342660288e-06	0	0	19.26822417975233	281.70213525474117	RB1;CASP8;CHEK2;MDM2;ATM;BRCA1;BRCA2;TP53	8	1127	0.00709849157054126	5.157715707824106	Regulation Of Gene Expression	Regulation Of Gene Expression
GO_Biological_Process_2023	Regulation Of Cell Growth (GO:0001558)	5/227	4.933097939990957e-07	7.43047877211138e-06	0	0	44.51126126126126	646.3982546141594	RB1;CDKN1A;CDKN2A;BRCA1;TP53	5	227	0.022026431718061675	5.12898320220347	Regulation Of Cell Growth	Regulation Of Cell Growth
GO_Biological_Process_2023	Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334)	4/98	7.097482058488773e-07	1.036662530967148e-05	0	0	76.94777562862669	1089.4539676291274	BAX;ATM;TP53;ATR	4	98	0.04081632653061224	4.984362598279702	Positive Regulation Of Protein-Containing Complex Assembly	"Positive Regulation Of Protein-Containing
Complex Assembly"
GO_Biological_Process_2023	Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)	3/28	1.1054888108376854e-06	1.5671929612463657e-05	0	0	199.6	2737.558502428592	MDM2;ATM;ATR	3	28	0.10714285714285714	4.804877527561257	Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator	"Regulation Of DNA Damage Response, Signal
Transduction By P53 Class Mediator"
GO_Biological_Process_2023	Small GTPase Mediated Signal Transduction (GO:0007264)	4/112	1.212808593434432e-06	1.6702106915297037e-05	0	0	66.92592592592592	911.7032269554658	RB1;CDKN1A;CDKN2A;TP53	4	112	0.03571428571428571	4.777228740590654	Small GTPase Mediated Signal Transduction	Small GTPase Mediated Signal Transduction
GO_Biological_Process_2023	DNA Metabolic Process (GO:0006259)	5/288	1.595624911564915e-06	2.1363644649285805e-05	0	0	34.80918727915194	464.64156368618256	RAD51;CHEK1;ATM;BRCA1;ATR	5	288	0.017361111111111112	4.670324654450223	DNA Metabolic Process	DNA Metabolic Process
GO_Biological_Process_2023	DNA Damage Checkpoint Signaling (GO:0000077)	3/34	2.013872615102246e-06	2.6234772985926555e-05	0	0	160.9193548387097	2110.529915811914	CHEK2;CHEK1;ATR	3	34	0.08823529411764706	4.581122689475399	DNA Damage Checkpoint Signaling	DNA Damage Checkpoint Signaling
GO_Biological_Process_2023	Ras Protein Signal Transduction (GO:0007265)	4/144	3.3075658055364474e-06	4.1953861007067567e-05	0	0	51.54545454545455	650.4674537896277	RB1;CDKN1A;CDKN2A;TP53	4	144	0.027777777777777776	4.377228064944859	Ras Protein Signal Transduction	Ras Protein Signal Transduction
GO_Biological_Process_2023	DNA Integrity Checkpoint Signaling (GO:0031570)	3/42	3.849648901970577e-06	4.757771207050816e-05	0	0	127.85897435897436	1594.085420624933	CHEK2;CHEK1;ATR	3	42	0.07142857142857142	4.322596446263527	DNA Integrity Checkpoint Signaling	DNA Integrity Checkpoint Signaling
GO_Biological_Process_2023	Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377)	3/56	9.237160024630298e-06	0.00011130777829679508	0	0	94.01886792452832	1089.8926733525557	CDKN1A;BRCA1;TP53	3	56	0.05357142857142857	3.953474485680184	Regulation Of Reactive Oxygen Species Metabolic Process	"Regulation Of Reactive Oxygen Species
Metabolic Process"
GO_Biological_Process_2023	Stress-Induced Premature Senescence (GO:0090400)	2/7	1.1000996562012004e-05	0.00012932878885097036	0	0	614.7692307692307	7019.142872634003	CDKN1A;TP53	2	7	0.2857142857142857	3.8883047895245957	Stress-Induced Premature Senescence	Stress-Induced Premature Senescence
GO_Biological_Process_2023	Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	5/456	1.4984678824316385e-05	0.0001719670284123928	0	0	21.656319290465632	240.56883931708268	RB1;CDKN2A;MDM2;BRCA1;TP53	5	456	0.010964912280701754	3.764554813273913	Negative Regulation Of Nucleic Acid-Templated Transcription	"Negative Regulation Of Nucleic Acid-Templated
Transcription"
GO_Biological_Process_2023	Telomere Maintenance (GO:0000723)	3/68	1.6610279367976186e-05	0.00018618964314801213	0	0	76.61538461538461	843.1897584581213	RAD51;ATM;ATR	3	68	0.04411764705882353	3.7300444804371953	Telomere Maintenance	Telomere Maintenance
GO_Biological_Process_2023	Apoptotic Process (GO:0006915)	4/228	2.034403807759367e-05	0.00022285968985000343	0	0	32.07954545454545	346.5464325452769	CASP8;CHEK1;MDM2;BAX	4	228	0.017543859649122806	3.651968478217252	Apoptotic Process	Apoptotic Process
GO_Biological_Process_2023	Positive Regulation Of Programmed Cell Death (GO:0043068)	4/245	2.697099592377849e-05	0.0002777567410050009	0	0	29.791022255752548	313.4238525437992	CASP8;BAX;ATM;TP53	4	245	0.0163265306122449	3.5563353921683776	Positive Regulation Of Programmed Cell Death	Positive Regulation Of Programmed Cell Death
GO_Biological_Process_2023	Cellular Response To UV (GO:0034644)	3/79	2.6080244241348315e-05	0.0002777567410050009	0	0	65.49013157894737	691.2046212627042	CDKN1A;TP53;ATR	3	79	0.0379746835443038	3.5563353921683776	Cellular Response To UV	Cellular Response To UV
GO_Biological_Process_2023	Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901)	3/80	2.7084163541981413e-05	0.0002777567410050009	0	0	64.63636363636364	679.7522850469626	RB1;CDKN1A;CDKN2A	3	80	0.0375	3.5563353921683776	Negative Regulation Of Protein Serine/Threonine Kinase Activity	"Negative Regulation Of Protein
Serine/Threonine Kinase Activity"
GO_Biological_Process_2023	Negative Regulation Of Cellular Process (GO:0048523)	5/537	3.2904586065641535e-05	0.00033041688507581704	0	0	18.282894736842103	188.7141840490116	RB1;CDKN1A;CDKN2A;BRCA1;TP53	5	537	0.00931098696461825	3.480937767320537	Negative Regulation Of Cellular Process	Negative Regulation Of Cellular Process
GO_Biological_Process_2023	Regulation Of Double-Strand Break Repair (GO:2000779)	3/88	3.604458726652097e-05	0.00035456104209108386	0	0	58.52941176470589	598.8000047897426	RAD51;CHEK1;ATR	3	88	0.03409090909090909	3.4503089848500075	Regulation Of Double-Strand Break Repair	Regulation Of Double-Strand Break Repair
GO_Biological_Process_2023	Positive Regulation Of Apoptotic Process (GO:0043065)	4/270	3.9434469634667386e-05	0.0003801482872781936	0	0	26.95693779904306	273.36680883525173	CASP8;BAX;ATM;TP53	4	270	0.014814814814814815	3.4200469618451357	Positive Regulation Of Apoptotic Process	Positive Regulation Of Apoptotic Process
GO_Biological_Process_2023	Recombinational Repair (GO:0000725)	3/95	4.532160895808675e-05	0.0004283336376038787	0	0	54.057065217391305	540.6639881984726	RAD51;BRCA1;BRCA2	3	95	0.031578947368421054	3.368217818547356	Recombinational Repair	Recombinational Repair
GO_Biological_Process_2023	Mitotic intra-S DNA Damage Checkpoint Signaling (GO:0031573)	2/14	4.752727986362482e-05	0.0004405413248897532	0	0	256.06410256410254	2548.915005081115	FANCD2;CHEK2	2	14	0.14285714285714285	3.3560133464351494	Mitotic intra-S DNA Damage Checkpoint Signaling	"Mitotic intra-S DNA Damage Checkpoint
Signaling"
GO_Biological_Process_2023	Positive Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043517)	2/15	5.481548088819789e-05	0.0004892789220020626	0	0	236.3550295857988	2319.006332041941	ATM;ATR	2	15	0.13333333333333333	3.3104434931208466	Positive Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator	"Positive Regulation Of DNA Damage Response,
Signal Transduction By P53 Class Mediator"
GO_Biological_Process_2023	Protein Localization To Chromosome, Telomeric Region (GO:0070198)	2/15	5.481548088819789e-05	0.0004892789220020626	0	0	236.3550295857988	2319.006332041941	BRCA2;ATR	2	15	0.13333333333333333	3.3104434931208466	Protein Localization To Chromosome, Telomeric Region	"Protein Localization To Chromosome, Telomeric
Region"
GO_Biological_Process_2023	Protein Catabolic Process (GO:0030163)	3/102	5.604327539006671e-05	0.0004911428861456756	0	0	50.21717171717171	491.5952973947183	CASP8;CHEK2;MDM2	3	102	0.029411764705882353	3.3087921420173987	Protein Catabolic Process	Protein Catabolic Process
GO_Biological_Process_2023	Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)	3/106	6.285620203960329e-05	0.0005410123104122998	0	0	48.25728155339806	466.872837290253	RB1;CDKN1A;CDKN2A	3	106	0.02830188679245283	3.266792852669207	Regulation Of G1/S Transition Of Mitotic Cell Cycle	"Regulation Of G1/S Transition Of Mitotic Cell
Cycle"
GO_Biological_Process_2023	Double-Strand Break Repair Via Homologous Recombination (GO:0000724)	3/111	7.210805935432236e-05	0.000609755870329533	0	0	46.01157407407408	438.828243960408	RAD51;BRCA1;BRCA2	3	111	0.02702702702702703	3.214844009891721	Double-Strand Break Repair Via Homologous Recombination	"Double-Strand Break Repair Via Homologous
Recombination"
GO_Biological_Process_2023	Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900)	3/112	7.405932091693343e-05	0.0006154584945165846	0	0	45.58715596330275	433.5632182634285	RB1;CDKN1A;CDKN2A	3	112	0.026785714285714284	3.2108012298329256	Regulation Of Protein Serine/Threonine Kinase Activity	"Regulation Of Protein Serine/Threonine Kinase
Activity"
GO_Biological_Process_2023	Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749)	2/18	7.977048122143578e-05	0.0006516842703174923	0	0	192.0096153846154	1811.8712842401887	CDKN1A;TP53	2	18	0.1111111111111111	3.1859627614299924	Regulation Of Cell Cycle G2/M Phase Transition	"Regulation Of Cell Cycle G2/M Phase
Transition"
GO_Biological_Process_2023	Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736)	2/19	8.911670367707504e-05	0.0007159041862058362	0	0	180.7058823529412	1685.1842294846974	CDKN1A;CDKN2A	2	19	0.10526315789473684	3.1451450980643854	Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity	"Negative Regulation Of Cyclin-Dependent
Protein Serine/Threonine Kinase Activity"
GO_Biological_Process_2023	Negative Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904030)	2/20	9.897575036981038e-05	0.0007694566399717517	0	0	170.65811965811966	1573.5763478145914	CDKN1A;CDKN2A	2	20	0.1	3.1138158482841876	Negative Regulation Of Cyclin-Dependent Protein Kinase Activity	"Negative Regulation Of Cyclin-Dependent
Protein Kinase Activity"
GO_Biological_Process_2023	Negative Regulation Of Phosphate Metabolic Process (GO:0045936)	2/20	9.897575036981038e-05	0.0007694566399717517	0	0	170.65811965811966	1573.5763478145914	CDKN1A;CDKN2A	2	20	0.1	3.1138158482841876	Negative Regulation Of Phosphate Metabolic Process	"Negative Regulation Of Phosphate Metabolic
Process"
GO_Biological_Process_2023	Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798)	2/21	0.00010934695002572602	0.0008365909509904753	0	0	161.66801619433198	1474.571502686574	ATM;ATR	2	21	0.09523809523809523	3.077486837288448	Positive Regulation Of Signal Transduction By P53 Class Mediator	"Positive Regulation Of Signal Transduction By
P53 Class Mediator"
GO_Biological_Process_2023	Regulation Of Apoptotic Process (GO:0042981)	5/705	0.00012002690117981146	0.0008915489629295106	0	0	13.775	124.35787149394965	CASP8;MDM2;BAX;ATM;TP53	5	705	0.0070921985815602835	3.0498548008383897	Regulation Of Apoptotic Process	Regulation Of Apoptotic Process
GO_Biological_Process_2023	Regulation Of Catabolic Process (GO:0009894)	2/22	0.00012022963193032818	0.0008915489629295106	0	0	153.57692307692307	1386.20174723602	CHEK2;MDM2	2	22	0.09090909090909091	3.0498548008383897	Regulation Of Catabolic Process	Regulation Of Catabolic Process
GO_Biological_Process_2023	Mitotic Cell Cycle Checkpoint Signaling (GO:0007093)	2/25	0.0001559398729733465	0.0011053385113698	0	0	133.5250836120401	1170.4862312462878	CHEK1;BRCA1	2	25	0.08	2.9565046983534313	Mitotic Cell Cycle Checkpoint Signaling	Mitotic Cell Cycle Checkpoint Signaling
GO_Biological_Process_2023	Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200)	2/25	0.0001559398729733465	0.0011053385113698	0	0	133.5250836120401	1170.4862312462878	BAX;TP53	2	25	0.08	2.9565046983534313	Positive Regulation Of Release Of Cytochrome C From Mitochondria	"Positive Regulation Of Release Of Cytochrome
C From Mitochondria"
GO_Biological_Process_2023	Regulation Of Cell Cycle Phase Transition (GO:1901987)	2/25	0.0001559398729733465	0.0011053385113698	0	0	133.5250836120401	1170.4862312462878	CDKN1A;TP53	2	25	0.08	2.9565046983534313	Regulation Of Cell Cycle Phase Transition	Regulation Of Cell Cycle Phase Transition
GO_Biological_Process_2023	Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972)	2/28	0.00019622936554570855	0.0013707616549714	0	0	118.10059171597634	1008.1333830209776	CHEK1;BRCA1	2	28	0.07142857142857142	2.863038052817637	Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle	"Negative Regulation Of G2/M Transition Of
Mitotic Cell Cycle"
GO_Biological_Process_2023	Protein Autophosphorylation (GO:0046777)	3/162	0.00022096478665743755	0.0015215003881269	0	0	31.17295597484277	262.39858153602063	CHEK2;ATM;ATR	3	162	0.018518518518518517	2.817727932519518	Protein Autophosphorylation	Protein Autophosphorylation
GO_Biological_Process_2023	Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625)	2/30	0.0002256241583974691	0.0015317020330645	0	0	109.65384615384616	920.7238662710552	CASP8;BAX	2	30	0.06666666666666667	2.8148257111928965	Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors	"Extrinsic Apoptotic Signaling Pathway Via
Death Domain Receptors"
GO_Biological_Process_2023	Regulation Of DNA-templated Transcription (GO:0006355)	7/1922	0.0002403264999443712	0.0015702784646808	0	0	8.256527415143603	68.80587147076214	RB1;CDKN2A;CHEK2;MDM2;BRCA1;BRCA2;TP53	7	1922	0.0036420395421436005	2.8040233253292355	Regulation Of DNA-templated Transcription	Regulation Of DNA-templated Transcription
GO_Biological_Process_2023	Phosphorylation (GO:0016310)	4/429	0.00023616882056538464	0.0015702784646808	0	0	16.735828877005346	139.76029889393158	CHEK2;CHEK1;ATM;ATR	4	429	0.009324009324009324	2.8040233253292355	Phosphorylation	Phosphorylation
GO_Biological_Process_2023	Negative Regulation Of DNA Biosynthetic Process (GO:2000279)	2/31	0.00024108009623731251	0.0015702784646808	0	0	105.86737400530504	881.9155958865495	CDKN1A;TP53	2	31	0.06451612903225806	2.8040233253292355	Negative Regulation Of DNA Biosynthetic Process	"Negative Regulation Of DNA Biosynthetic
Process"
GO_Biological_Process_2023	Protein Ubiquitination (GO:0016567)	4/434	0.0002468639316089415	0.0015865122004734	0	0	16.536997885835095	137.3674380943436	RAD51;MDM2;BRCA1;BRCA2	4	434	0.009216589861751152	2.799556583772897	Protein Ubiquitination	Protein Ubiquitination
GO_Biological_Process_2023	Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134)	2/32	0.00025704084175112637	0.001609008905507	0	0	102.33333333333331	845.9155331637611	RB1;CDKN1A	2	32	0.0625	2.7934415521707994	Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle	"Negative Regulation Of G1/S Transition Of
Mitotic Cell Cycle"
GO_Biological_Process_2023	Positive Regulation Of Telomere Maintenance Via Telomerase (GO:0032212)	2/32	0.00025704084175112637	0.001609008905507	0	0	102.33333333333331	845.9155331637611	ATM;ATR	2	32	0.0625	2.7934415521707994	Positive Regulation Of Telomere Maintenance Via Telomerase	"Positive Regulation Of Telomere Maintenance
Via Telomerase"
GO_Biological_Process_2023	Regulation Of Nucleic Acid-Templated Transcription (GO:1903506)	4/452	0.00028828220092283274	0.0017501064504036	0	0	15.857954545454543	129.2672375278812	RB1;CHEK2;BRCA2;TP53	4	452	0.008849557522123894	2.7569355345040747	Regulation Of Nucleic Acid-Templated Transcription	"Regulation Of Nucleic Acid-Templated
Transcription"
GO_Biological_Process_2023	Negative Regulation Of Cell Cycle Process (GO:0010948)	2/34	0.00029047409965205666	0.0017501064504036	0	0	95.9278846153846	781.2363223590568	CHEK1;TP53	2	34	0.058823529411764705	2.7569355345040747	Negative Regulation Of Cell Cycle Process	Negative Regulation Of Cell Cycle Process
GO_Biological_Process_2023	Regulation Of DNA Biosynthetic Process (GO:2000278)	2/34	0.00029047409965205666	0.0017501064504036	0	0	95.9278846153846	781.2363223590568	CDKN1A;ATM	2	34	0.058823529411764705	2.7569355345040747	Regulation Of DNA Biosynthetic Process	Regulation Of DNA Biosynthetic Process
GO_Biological_Process_2023	Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807)	2/35	0.0003079452853975245	0.0018101174092878	0	0	93.01631701631702	752.0916571878076	RB1;CDKN1A	2	35	0.05714285714285714	2.7422932546600443	Negative Regulation Of Cell Cycle G1/S Phase Transition	"Negative Regulation Of Cell Cycle G1/S Phase
Transition"
GO_Biological_Process_2023	Positive Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904358)	2/35	0.0003079452853975245	0.0018101174092878	0	0	93.01631701631702	752.0916571878076	ATM;ATR	2	35	0.05714285714285714	2.7422932546600443	Positive Regulation Of Telomere Maintenance Via Telomere Lengthening	"Positive Regulation Of Telomere Maintenance
Via Telomere Lengthening"
GO_Biological_Process_2023	Interstrand Cross-Link Repair (GO:0036297)	2/36	0.0003259186256199044	0.0018926840668529	0	0	90.27601809954751	724.8137654755144	RAD51;FANCD2	2	36	0.05555555555555555	2.72292187387213	Interstrand Cross-Link Repair	Interstrand Cross-Link Repair
